 step      Ekin           Epot            Etot        temp
  928  0.0051990394  -74.9657100837  -74.9605110443  364.83
  929  0.0047515985  -74.9652635814  -74.9605119829  333.43
  930  0.0042570540  -74.9647618562  -74.9605048022  298.73
  931  0.0039438352  -74.9644420094  -74.9604981741  276.75
  932  0.0039102819  -74.9644091567  -74.9604988748  274.39
  933  0.0040736290  -74.9645800289  -74.9605063999  285.86
  934  0.0042443791  -74.9647585864  -74.9605142073  297.84
  935  0.0042673887  -74.9647830004  -74.9605156117  299.45
  936  0.0041221390  -74.9646304847  -74.9605083457  289.26
  937  0.0039222382  -74.9644173450  -74.9604951068  275.23
  938  0.0038345413  -74.9643161910  -74.9604816497  269.08
  939  0.0039778882  -74.9644522503  -74.9604743621  279.14
  940  0.0043532339  -74.9648311473  -74.9604779134  305.48
  941  0.0048320042  -74.9653251119  -74.9604931077  339.07
  942  0.0052067835  -74.9657224037  -74.9605156202  365.37
  943  0.0052873184  -74.9658241810  -74.9605368626  371.02
  944  0.0050033316  -74.9655511346  -74.9605478030  351.09
  945  0.0044594136  -74.9650039215  -74.9605445079  312.93
  946  0.0038950059  -74.9644264347  -74.9605314288  273.32
  947  0.0035532757  -74.9640717403  -74.9605184646  249.34
  948  0.0035366160  -74.9640497689  -74.9605131529  248.17
  949  0.0037546158  -74.9642697912  -74.9605151754  263.47
  950  0.0040054931  -74.9645237292  -74.9605182360  281.07
  951  0.0041228974  -74.9646390919  -74.9605161945  289.31
  952  0.0040757249  -74.9645829581  -74.9605072332  286.00
  953  0.0039651421  -74.9644592202  -74.9604940781  278.24
  954  0.0039439861  -74.9644260833  -74.9604820972  276.76
  955  0.0041187278  -74.9645957555  -74.9604770277  289.02
  956  0.0044836657  -74.9649664292  -74.9604827636  314.63
  957  0.0049124710  -74.9654117943  -74.9604993234  344.72
  958  0.0052102999  -74.9657320387  -74.9605217388  365.62
  959  0.0052090431  -74.9657502101  -74.9605411670  365.53
  960  0.0048662429  -74.9654152496  -74.9605490068  341.48
  961  0.0043114975  -74.9648540226  -74.9605425251  302.55
  962  0.0037946027  -74.9643222163  -74.9605276135  266.28
  963  0.0035462833  -74.9640611695  -74.9605148862  248.85
  964  0.0036383169  -74.9641497521  -74.9605114353  255.31
  965  0.0039487229  -74.9644647945  -74.9605160716  277.09
  966  0.0042595413  -74.9647817481  -74.9605222068  298.90
  967  0.0044052907  -74.9649292630  -74.9605239724  309.13
  968  0.0043620009  -74.9648816786  -74.9605196777  306.09
  969  0.0042342344  -74.9647458982  -74.9605116638  297.13
  970  0.0041729036  -74.9646774881  -74.9605045845  292.82
  971  0.0042817868  -74.9647852397  -74.9605034529  300.46
  972  0.0045567980  -74.9650683936  -74.9605115955  319.76
  973  0.0048799376  -74.9654085797  -74.9605286421  342.44
  974  0.0050710711  -74.9656205321  -74.9605494610  355.85
  975  0.0049808146  -74.9655462713  -74.9605654567  349.51
  976  0.0045844355  -74.9651532744  -74.9605688389  321.70
  977  0.0040205100  -74.9645784609  -74.9605579509  282.13
  978  0.0035332535  -74.9640725242  -74.9605392708  247.94
  979  0.0033369737  -74.9638601217  -74.9605231480  234.16
  980  0.0034889123  -74.9640052344  -74.9605163220  244.82
  981  0.0038636284  -74.9643817102  -74.9605180818  271.12
  982  0.0042463992  -74.9647692479  -74.9605228487  297.98
  983  0.0044695060  -74.9649948098  -74.9605253039  313.64
  984  0.0044952073  -74.9650186516  -74.9605234443  315.44
  985  0.0044078949  -74.9649266465  -74.9605187516  309.31
  986  0.0043421271  -74.9648570141  -74.9605148870  304.70
  987  0.0043970917  -74.9649130322  -74.9605159405  308.55
  988  0.0045789872  -74.9651034790  -74.9605244917  321.32
  989  0.0047937618  -74.9653335548  -74.9605397930  336.39
  990  0.0048938077  -74.9654507990  -74.9605569913  343.41
  991  0.0047615773  -74.9653301815  -74.9605686042  334.13
  992  0.0043907074  -74.9649592088  -74.9605685014  308.11
  993  0.0039131930  -74.9644695377  -74.9605563447  274.60
  994  0.0035408958  -74.9640795035  -74.9605386077  248.47
  995  0.0034459858  -74.9639703190  -74.9605243332  241.81
  996  0.0036586598  -74.9641776898  -74.9605190300  256.74
  997  0.0040554437  -74.9645775376  -74.9605220939  284.58
  998  0.0044425699  -74.9649715833  -74.9605290134  311.75
  999  0.0046687216  -74.9652038347  -74.9605351131  327.61
 1000  0.0046937737  -74.9652317141  -74.9605379404  329.37
